State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,BALRAMPUR,2011,Rabi       ,Wheat,83270,239980
Uttar Pradesh,BALRAMPUR,2011,Summer     ,Maize,249,412
Uttar Pradesh,BALRAMPUR,2011,Summer     ,Onion,126,1155
Uttar Pradesh,BALRAMPUR,2011,Summer     ,Urad,7,4
Uttar Pradesh,BANDA,2011,Kharif     ,Arhar/Tur,19306,26706
Uttar Pradesh,BANDA,2011,Kharif     ,Bajra,3761,3450
Uttar Pradesh,BANDA,2011,Kharif     ,Dry chillies,10,8
Uttar Pradesh,BANDA,2011,Kharif     ,Groundnut,583,495
Uttar Pradesh,BANDA,2011,Kharif     ,Guar seed,20,16
Uttar Pradesh,BANDA,2011,Kharif     ,Jowar,25261,28505
Uttar Pradesh,BANDA,2011,Kharif     ,Maize,6,7
Uttar Pradesh,BANDA,2011,Kharif     ,Moong(Green Gram),2961,791
Uttar Pradesh,BANDA,2011,Kharif     ,Rice,55840,82587
Uttar Pradesh,BANDA,2011,Kharif     ,Sannhamp,279,77
Uttar Pradesh,BANDA,2011,Kharif     ,Sesamum,17355,1770
Uttar Pradesh,BANDA,2011,Kharif     ,Small millets,62,77
Uttar Pradesh,BANDA,2011,Kharif     ,Soyabean,146,183
Uttar Pradesh,BANDA,2011,Kharif     ,Sugarcane,394,18953
Uttar Pradesh,BANDA,2011,Kharif     ,Sweet potato,32,416
Uttar Pradesh,BANDA,2011,Kharif     ,Urad,4435,1224
Uttar Pradesh,BANDA,2011,Rabi       ,Barley,811,1767
Uttar Pradesh,BANDA,2011,Rabi       ,Coriander,46,25
Uttar Pradesh,BANDA,2011,Rabi       ,Garlic,3,16
Uttar Pradesh,BANDA,2011,Rabi       ,Gram,94819,105672
Uttar Pradesh,BANDA,2011,Rabi       ,Linseed,2256,966
Uttar Pradesh,BANDA,2011,Rabi       ,Masoor,35177,30885
Uttar Pradesh,BANDA,2011,Rabi       ,Onion,295,6748
Uttar Pradesh,BANDA,2011,Rabi       ,Peas & beans (Pulses),1432,1400
Uttar Pradesh,BANDA,2011,Rabi       ,Potato,348,7684
Uttar Pradesh,BANDA,2011,Rabi       ,Rapeseed &Mustard,2013,1015
Uttar Pradesh,BANDA,2011,Rabi       ,Wheat,151114,315099
Uttar Pradesh,BANDA,2011,Summer     ,Moong(Green Gram),22,19
Uttar Pradesh,BANDA,2011,Summer     ,Onion,16,173
Uttar Pradesh,BANDA,2011,Summer     ,Urad,2,1
Uttar Pradesh,BARABANKI,2011,Kharif     ,Arhar/Tur,2177,2365
Uttar Pradesh,BARABANKI,2011,Kharif     ,Bajra,545,1035
Uttar Pradesh,BARABANKI,2011,Kharif     ,Dry chillies,74,62
Uttar Pradesh,BARABANKI,2011,Kharif     ,Groundnut,423,339
Uttar Pradesh,BARABANKI,2011,Kharif     ,Guar seed,23,19
Uttar Pradesh,BARABANKI,2011,Kharif     ,Jowar,1553,1818
Uttar Pradesh,BARABANKI,2011,Kharif     ,Maize,3713,3137
Uttar Pradesh,BARABANKI,2011,Kharif     ,Moong(Green Gram),206,87
Uttar Pradesh,BARABANKI,2011,Kharif     ,Rice,177698,486004
Uttar Pradesh,BARABANKI,2011,Kharif     ,Sesamum,307,67
Uttar Pradesh,BARABANKI,2011,Kharif     ,Small millets,28,26
Uttar Pradesh,BARABANKI,2011,Kharif     ,Sugarcane,9686,541525
Uttar Pradesh,BARABANKI,2011,Kharif     ,Sweet potato,219,2846
Uttar Pradesh,BARABANKI,2011,Kharif     ,Urad,9329,4627
Uttar Pradesh,BARABANKI,2011,Rabi       ,Barley,96,252
Uttar Pradesh,BARABANKI,2011,Rabi       ,Coriander,694,384
Uttar Pradesh,BARABANKI,2011,Rabi       ,Garlic,335,1731
Uttar Pradesh,BARABANKI,2011,Rabi       ,Gram,801,1100
Uttar Pradesh,BARABANKI,2011,Rabi       ,Linseed,17,8
Uttar Pradesh,BARABANKI,2011,Rabi       ,Maize,17,41
Uttar Pradesh,BARABANKI,2011,Rabi       ,Masoor,11045,8604
Uttar Pradesh,BARABANKI,2011,Rabi       ,Onion,86,1967
Uttar Pradesh,BARABANKI,2011,Rabi       ,Peas & beans (Pulses),2772,2999
Uttar Pradesh,BARABANKI,2011,Rabi       ,Potato,15181,290640
Uttar Pradesh,BARABANKI,2011,Rabi       ,Rapeseed &Mustard,14546,9484
Uttar Pradesh,BARABANKI,2011,Rabi       ,Tobacco,78,407
Uttar Pradesh,BARABANKI,2011,Rabi       ,Wheat,161038,565243
Uttar Pradesh,BARABANKI,2011,Summer     ,Banana,27,1180
Uttar Pradesh,BARABANKI,2011,Summer     ,Maize,562,929
Uttar Pradesh,BARABANKI,2011,Summer     ,Moong(Green Gram),714,355
Uttar Pradesh,BARABANKI,2011,Summer     ,Onion,224,1396
Uttar Pradesh,BARABANKI,2011,Summer     ,Rice,2,5
Uttar Pradesh,BARABANKI,2011,Summer     ,Sunflower,7,12
Uttar Pradesh,BARABANKI,2011,Summer     ,Urad,708,411
Uttar Pradesh,BAREILLY,2011,Kharif     ,Arhar/Tur,57,52
Uttar Pradesh,BAREILLY,2011,Kharif     ,Bajra,7380,11097
Uttar Pradesh,BAREILLY,2011,Kharif     ,Cotton(lint),1,
Uttar Pradesh,BAREILLY,2011,Kharif     ,Dry chillies,251,208
Uttar Pradesh,BAREILLY,2011,Kharif     ,Groundnut,554,838
Uttar Pradesh,BAREILLY,2011,Kharif     ,Guar seed,14,11
Uttar Pradesh,BAREILLY,2011,Kharif     ,Jowar,108,82
Uttar Pradesh,BAREILLY,2011,Kharif     ,Maize,225,428
Uttar Pradesh,BAREILLY,2011,Kharif     ,Moong(Green Gram),5,2
Uttar Pradesh,BAREILLY,2011,Kharif     ,Rice,166888,420558
Uttar Pradesh,BAREILLY,2011,Kharif     ,Sesamum,3949,628
Uttar Pradesh,BAREILLY,2011,Kharif     ,Soyabean,35,44
Uttar Pradesh,BAREILLY,2011,Kharif     ,Sugarcane,82466,4753010
Uttar Pradesh,BAREILLY,2011,Kharif     ,Sweet potato,234,3040
Uttar Pradesh,BAREILLY,2011,Kharif     ,Urad,12737,11145
Uttar Pradesh,BAREILLY,2011,Rabi       ,Barley,74,215
Uttar Pradesh,BAREILLY,2011,Rabi       ,Coriander,54,30
Uttar Pradesh,BAREILLY,2011,Rabi       ,Garlic,105,543
Uttar Pradesh,BAREILLY,2011,Rabi       ,Gram,5,6
Uttar Pradesh,BAREILLY,2011,Rabi       ,Masoor,4977,6102
Uttar Pradesh,BAREILLY,2011,Rabi       ,Onion,68,1556
Uttar Pradesh,BAREILLY,2011,Rabi       ,Peas & beans (Pulses),1732,3010
Uttar Pradesh,BAREILLY,2011,Rabi       ,Potato,2726,74027
Uttar Pradesh,BAREILLY,2011,Rabi       ,Rapeseed &Mustard,16329,13520
Uttar Pradesh,BAREILLY,2011,Rabi       ,Turmeric,124,349
Uttar Pradesh,BAREILLY,2011,Rabi       ,Wheat,199705,649640
Uttar Pradesh,BAREILLY,2011,Summer     ,Banana,1,44
Uttar Pradesh,BAREILLY,2011,Summer     ,Maize,158,261
Uttar Pradesh,BAREILLY,2011,Summer     ,Onion,14,152
Uttar Pradesh,BAREILLY,2011,Summer     ,Rice,634,1598
Uttar Pradesh,BAREILLY,2011,Summer     ,Sunflower,85,145
Uttar Pradesh,BAREILLY,2011,Summer     ,Urad,1,1
Uttar Pradesh,BASTI,2011,Kharif     ,Arhar/Tur,4091,3059
Uttar Pradesh,BASTI,2011,Kharif     ,Bajra,25,52
Uttar Pradesh,BASTI,2011,Kharif     ,Groundnut,1,1
Uttar Pradesh,BASTI,2011,Kharif     ,Guar seed,42,34
Uttar Pradesh,BASTI,2011,Kharif     ,Jowar,77,92
Uttar Pradesh,BASTI,2011,Kharif     ,Maize,2502,4404
Uttar Pradesh,BASTI,2011,Kharif     ,Moong(Green Gram),13,6
Uttar Pradesh,BASTI,2011,Kharif     ,Rice,122176,316802
Uttar Pradesh,BASTI,2011,Kharif     ,Sesamum,159,35
Uttar Pradesh,BASTI,2011,Kharif     ,Sugarcane,37379,2096364
Uttar Pradesh,BASTI,2011,Kharif     ,Sweet potato,16,208
Uttar Pradesh,BASTI,2011,Kharif     ,Urad,192,128
Uttar Pradesh,BASTI,2011,Rabi       ,Barley,52,140
Uttar Pradesh,BASTI,2011,Rabi       ,Coriander,44,24
Uttar Pradesh,BASTI,2011,Rabi       ,Garlic,36,186
Uttar Pradesh,BASTI,2011,Rabi       ,Gram,1074,1264
Uttar Pradesh,BASTI,2011,Rabi       ,Linseed,37,17
Uttar Pradesh,BASTI,2011,Rabi       ,Maize,22,53
Uttar Pradesh,BASTI,2011,Rabi       ,Masoor,1783,1571
Uttar Pradesh,BASTI,2011,Rabi       ,Onion,55,1258
Uttar Pradesh,BASTI,2011,Rabi       ,Peas & beans (Pulses),4783,6849
Uttar Pradesh,BASTI,2011,Rabi       ,Potato,2588,57146
Uttar Pradesh,BASTI,2011,Rabi       ,Rapeseed &Mustard,2521,2872
Uttar Pradesh,BASTI,2011,Rabi       ,Tobacco,223,1165
Uttar Pradesh,BASTI,2011,Rabi       ,Wheat,116212,365952
Uttar Pradesh,BASTI,2011,Summer     ,Banana,6,262
Uttar Pradesh,BASTI,2011,Summer     ,Maize,144,238
Uttar Pradesh,BASTI,2011,Summer     ,Moong(Green Gram),53,45
Uttar Pradesh,BASTI,2011,Summer     ,Onion,66,715
Uttar Pradesh,BASTI,2011,Summer     ,Sunflower,33,56
Uttar Pradesh,BASTI,2011,Summer     ,Urad,142,94
Uttar Pradesh,BIJNOR,2011,Kharif     ,Arhar/Tur,26,21
Uttar Pradesh,BIJNOR,2011,Kharif     ,Bajra,3,3
Uttar Pradesh,BIJNOR,2011,Kharif     ,Dry chillies,1,1
Uttar Pradesh,BIJNOR,2011,Kharif     ,Groundnut,735,695
Uttar Pradesh,BIJNOR,2011,Kharif     ,Guar seed,43,35
Uttar Pradesh,BIJNOR,2011,Kharif     ,Moong(Green Gram),15,6
Uttar Pradesh,BIJNOR,2011,Kharif     ,Rice,53734,128800
Uttar Pradesh,BIJNOR,2011,Kharif     ,Sesamum,105,23
Uttar Pradesh,BIJNOR,2011,Kharif     ,Sugarcane,233294,13458264
Uttar Pradesh,BIJNOR,2011,Kharif     ,Urad,1464,1449
Uttar Pradesh,BIJNOR,2011,Rabi       ,Barley,7,19
Uttar Pradesh,BIJNOR,2011,Rabi       ,Gram,89,105
Uttar Pradesh,BIJNOR,2011,Rabi       ,Maize,5,12
Uttar Pradesh,BIJNOR,2011,Rabi       ,Masoor,817,994
Uttar Pradesh,BIJNOR,2011,Rabi       ,Onion,1,23
Uttar Pradesh,BIJNOR,2011,Rabi       ,Peas & beans (Pulses),92,152
Uttar Pradesh,BIJNOR,2011,Rabi       ,Potato,654,17076
Uttar Pradesh,BIJNOR,2011,Rabi       ,Rapeseed &Mustard,2019,2302
Uttar Pradesh,BIJNOR,2011,Rabi       ,Wheat,109325,350059
Uttar Pradesh,BIJNOR,2011,Summer     ,Maize,8,13
Uttar Pradesh,BIJNOR,2011,Summer     ,Moong(Green Gram),15,13
Uttar Pradesh,BIJNOR,2011,Summer     ,Onion,6,65
Uttar Pradesh,BIJNOR,2011,Summer     ,Rice,70,168
Uttar Pradesh,BIJNOR,2011,Summer     ,Urad,52,34
Uttar Pradesh,BUDAUN,2011,Kharif     ,Arhar/Tur,624,569
Uttar Pradesh,BUDAUN,2011,Kharif     ,Bajra,135997,230225
Uttar Pradesh,BUDAUN,2011,Kharif     ,Dry chillies,1,1
Uttar Pradesh,BUDAUN,2011,Kharif     ,Groundnut,1027,1553
Uttar Pradesh,BUDAUN,2011,Kharif     ,Guar seed,18,15
Uttar Pradesh,BUDAUN,2011,Kharif     ,Jowar,521,395
Uttar Pradesh,BUDAUN,2011,Kharif     ,Maize,11044,21911
Uttar Pradesh,BUDAUN,2011,Kharif     ,Moong(Green Gram),177,75
Uttar Pradesh,BUDAUN,2011,Kharif     ,Rice,87728,187299
Uttar Pradesh,BUDAUN,2011,Kharif     ,Sesamum,2433,365
Uttar Pradesh,BUDAUN,2011,Kharif     ,Sugarcane,34337,2157737
Uttar Pradesh,BUDAUN,2011,Kharif     ,Sweet potato,1298,16866
Uttar Pradesh,BUDAUN,2011,Kharif     ,Urad,23367,23531
Uttar Pradesh,BUDAUN,2011,Rabi       ,Barley,810,2353
Uttar Pradesh,BUDAUN,2011,Rabi       ,Coriander,110,61
Uttar Pradesh,BUDAUN,2011,Rabi       ,Garlic,846,4372
Uttar Pradesh,BUDAUN,2011,Rabi       ,Gram,4,5
Uttar Pradesh,BUDAUN,2011,Rabi       ,Masoor,3988,5655
Uttar Pradesh,BUDAUN,2011,Rabi       ,Onion,36,823
Uttar Pradesh,BUDAUN,2011,Rabi       ,Peas & beans (Pulses),890,1547
Uttar Pradesh,BUDAUN,2011,Rabi       ,Potato,12044,246529
Uttar Pradesh,BUDAUN,2011,Rabi       ,Rapeseed &Mustard,29305,39929
Uttar Pradesh,BUDAUN,2011,Rabi       ,Tobacco,658,3436
Uttar Pradesh,BUDAUN,2011,Rabi       ,Turmeric,318,896
Uttar Pradesh,BUDAUN,2011,Rabi       ,Wheat,293435,1017926
Uttar Pradesh,BUDAUN,2011,Summer     ,Banana,3,131
Uttar Pradesh,BUDAUN,2011,Summer     ,Maize,1857,3070
Uttar Pradesh,BUDAUN,2011,Summer     ,Moong(Green Gram),44,37
Uttar Pradesh,BUDAUN,2011,Summer     ,Onion,162,1755
Uttar Pradesh,BUDAUN,2011,Summer     ,Rice,20,43
Uttar Pradesh,BUDAUN,2011,Summer     ,Tobacco,5,15
Uttar Pradesh,BUDAUN,2011,Summer     ,Urad,7,4
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Arhar/Tur,9146,6278
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Bajra,13090,25099
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Cotton(lint),84,20
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Dry chillies,490,407
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Groundnut,17,17
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Guar seed,89,73
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Jowar,1759,1331
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Maize,50608,111439
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Moong(Green Gram),856,363
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Rice,88300,209271
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Sesamum,6,1
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Sugarcane,54477,3231794
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Sweet potato,96,1247
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Urad,1054,705
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Barley,5518,21007
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Coriander,1,1
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Garlic,84,434
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Gram,37,43
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Maize,34,81
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Masoor,1084,955
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Onion,295,6748
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Peas & beans (Pulses),457,654
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Potato,8280,166089
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Rapeseed &Mustard,8399,9818
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Wheat,197682,833427
Uttar Pradesh,BULANDSHAHR,2011,Summer     ,Maize,1119,1850
Uttar Pradesh,BULANDSHAHR,2011,Summer     ,Moong(Green Gram),1024,806
Uttar Pradesh,BULANDSHAHR,2011,Summer     ,Onion,135,1463
Uttar Pradesh,BULANDSHAHR,2011,Summer     ,Sunflower,8,14
Uttar Pradesh,BULANDSHAHR,2011,Summer     ,Urad,170,113
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Arhar/Tur,3065,2844
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Bajra,6482,9960
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Cotton(lint),20,5
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Dry chillies,2,2
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Groundnut,3,3
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Guar seed,11,9
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Jowar,1714,1815
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Maize,96,140
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Moong(Green Gram),34,14
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Rice,111777,299451
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Sannhamp,16,4
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Sesamum,17,4
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Sugarcane,547,27225
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Sweet potato,4,52
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Urad,100,67
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Barley,1070,2049
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Gram,1837,2271
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Linseed,588,260
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Maize,15,36
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Masoor,10225,10153
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Onion,226,5170
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Peas & beans (Pulses),1674,2378
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Potato,1051,18906
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Rapeseed &Mustard,405,556
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Wheat,92874,236179
Uttar Pradesh,CHANDAULI,2011,Summer     ,Moong(Green Gram),77,60
Uttar Pradesh,CHANDAULI,2011,Summer     ,Onion,27,440
Uttar Pradesh,CHANDAULI,2011,Summer     ,Urad,29,25
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Arhar/Tur,15702,22731
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Bajra,10257,9132
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Dry chillies,32,27
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Groundnut,40,34
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Guar seed,36,30
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Jowar,16819,18951
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Maize,13,14
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Moong(Green Gram),1829,598
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Rice,7886,7949
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Sannhamp,80,22
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Sesamum,2940,403
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Small millets,726,767
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Soyabean,109,137
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Sugarcane,381,18328
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Sweet potato,25,324
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Urad,2740,1085
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Barley,5391,11743
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Coriander,10,6
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Garlic,1,5
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Gram,46421,49557
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Linseed,838,358
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Masoor,15487,12529
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Onion,135,3088
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Peas & beans (Pulses),524,569
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Potato,364,8037
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Rapeseed &Mustard,2125,1477
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Wheat,48561,121581
Uttar Pradesh,CHITRAKOOT,2011,Summer     ,Onion,8,87
Uttar Pradesh,DEORIA,2011,Kharif     ,Arhar/Tur,4753,4909
Uttar Pradesh,DEORIA,2011,Kharif     ,Bajra,156,318
Uttar Pradesh,DEORIA,2011,Kharif     ,Dry chillies,5,4
Uttar Pradesh,DEORIA,2011,Kharif     ,Dry ginger,2,6
Uttar Pradesh,DEORIA,2011,Kharif     ,Groundnut,1915,2059
Uttar Pradesh,DEORIA,2011,Kharif     ,Guar seed,10,8
Uttar Pradesh,DEORIA,2011,Kharif     ,Jowar,86,74
Uttar Pradesh,DEORIA,2011,Kharif     ,Maize,5374,10130
Uttar Pradesh,DEORIA,2011,Kharif     ,Moong(Green Gram),6,3
Uttar Pradesh,DEORIA,2011,Kharif     ,Rice,130611,287736
Uttar Pradesh,DEORIA,2011,Kharif     ,Sesamum,81,18
Uttar Pradesh,DEORIA,2011,Kharif     ,Small millets,1,1
Uttar Pradesh,DEORIA,2011,Kharif     ,Sugarcane,8926,451370
Uttar Pradesh,DEORIA,2011,Kharif     ,Sweet potato,35,454
Uttar Pradesh,DEORIA,2011,Kharif     ,Urad,10,7
Uttar Pradesh,DEORIA,2011,Rabi       ,Barley,505,1385
Uttar Pradesh,DEORIA,2011,Rabi       ,Coriander,1,1
Uttar Pradesh,DEORIA,2011,Rabi       ,Garlic,7,36
Uttar Pradesh,DEORIA,2011,Rabi       ,Gram,126,136
Uttar Pradesh,DEORIA,2011,Rabi       ,Linseed,3,1
Uttar Pradesh,DEORIA,2011,Rabi       ,Maize,878,2356
Uttar Pradesh,DEORIA,2011,Rabi       ,Masoor,456,297
Uttar Pradesh,DEORIA,2011,Rabi       ,Onion,23,526
Uttar Pradesh,DEORIA,2011,Rabi       ,Peas & beans (Pulses),1712,1852
Uttar Pradesh,DEORIA,2011,Rabi       ,Potato,1645,25561
Uttar Pradesh,DEORIA,2011,Rabi       ,Rapeseed &Mustard,1739,1220
Uttar Pradesh,DEORIA,2011,Rabi       ,Turmeric,2,6
Uttar Pradesh,DEORIA,2011,Rabi       ,Wheat,148224,456975
Uttar Pradesh,DEORIA,2011,Summer     ,Maize,217,359
Uttar Pradesh,DEORIA,2011,Summer     ,Moong(Green Gram),108,91
Uttar Pradesh,DEORIA,2011,Summer     ,Onion,109,1181
Uttar Pradesh,DEORIA,2011,Summer     ,Rice,22,48
Uttar Pradesh,DEORIA,2011,Summer     ,Urad,3,2
Uttar Pradesh,ETAH,2011,Kharif     ,Arhar/Tur,3478,4244
Uttar Pradesh,ETAH,2011,Kharif     ,Bajra,41267,112717
Uttar Pradesh,ETAH,2011,Kharif     ,Dry chillies,198,164
Uttar Pradesh,ETAH,2011,Kharif     ,Groundnut,262,262
Uttar Pradesh,ETAH,2011,Kharif     ,Guar seed,53,43
Uttar Pradesh,ETAH,2011,Kharif     ,Maize,23476,59066
Uttar Pradesh,ETAH,2011,Kharif     ,Moong(Green Gram),455,265
Uttar Pradesh,ETAH,2011,Kharif     ,Rice,27072,69358
Uttar Pradesh,ETAH,2011,Kharif     ,Sannhamp,16,4
Uttar Pradesh,ETAH,2011,Kharif     ,Sesamum,864,187
Uttar Pradesh,ETAH,2011,Kharif     ,Sugarcane,525,30700
Uttar Pradesh,ETAH,2011,Kharif     ,Sweet potato,486,6315
Uttar Pradesh,ETAH,2011,Kharif     ,Urad,906,606
Uttar Pradesh,ETAH,2011,Rabi       ,Barley,8418,28360
Uttar Pradesh,ETAH,2011,Rabi       ,Coriander,16,9
Uttar Pradesh,ETAH,2011,Rabi       ,Garlic,4961,25638
Uttar Pradesh,ETAH,2011,Rabi       ,Gram,244,287
Uttar Pradesh,ETAH,2011,Rabi       ,Maize,6,14
Uttar Pradesh,ETAH,2011,Rabi       ,Masoor,1728,3330
Uttar Pradesh,ETAH,2011,Rabi       ,Onion,134,3065
Uttar Pradesh,ETAH,2011,Rabi       ,Potato,7212,201453
Uttar Pradesh,ETAH,2011,Rabi       ,Rapeseed &Mustard,12066,19957
Uttar Pradesh,ETAH,2011,Rabi       ,Tobacco,7571,45479
Uttar Pradesh,ETAH,2011,Rabi       ,Wheat,135549,475641
Uttar Pradesh,ETAH,2011,Summer     ,Banana,2,87
Uttar Pradesh,ETAH,2011,Summer     ,Maize,1313,2170
Uttar Pradesh,ETAH,2011,Summer     ,Moong(Green Gram),2340,1984
Uttar Pradesh,ETAH,2011,Summer     ,Onion,104,1127
Uttar Pradesh,ETAH,2011,Summer     ,Sunflower,23,39
Uttar Pradesh,ETAH,2011,Summer     ,Urad,345,306
Uttar Pradesh,ETAWAH,2011,Kharif     ,Arhar/Tur,1878,4177
Uttar Pradesh,ETAWAH,2011,Kharif     ,Bajra,36586,73399
Uttar Pradesh,ETAWAH,2011,Kharif     ,Dry chillies,227,188
Uttar Pradesh,ETAWAH,2011,Kharif     ,Groundnut,70,70
Uttar Pradesh,ETAWAH,2011,Kharif     ,Guar seed,23,19
Uttar Pradesh,ETAWAH,2011,Kharif     ,Jowar,31,38
Uttar Pradesh,ETAWAH,2011,Kharif     ,Maize,4173,8167
Uttar Pradesh,ETAWAH,2011,Kharif     ,Moong(Green Gram),110,47
Uttar Pradesh,ETAWAH,2011,Kharif     ,Rice,50571,136997
Uttar Pradesh,ETAWAH,2011,Kharif     ,Sesamum,1033,265
Uttar Pradesh,ETAWAH,2011,Kharif     ,Sugarcane,428,24810
Uttar Pradesh,ETAWAH,2011,Kharif     ,Sweet potato,70,909
Uttar Pradesh,ETAWAH,2011,Kharif     ,Urad,1362,1287
Uttar Pradesh,ETAWAH,2011,Rabi       ,Barley,1850,5930
Uttar Pradesh,ETAWAH,2011,Rabi       ,Coriander,48,27
Uttar Pradesh,ETAWAH,2011,Rabi       ,Garlic,3088,15959
Uttar Pradesh,ETAWAH,2011,Rabi       ,Gram,2033,3127
Uttar Pradesh,ETAWAH,2011,Rabi       ,Maize,76,181
Uttar Pradesh,ETAWAH,2011,Rabi       ,Masoor,37,32
Uttar Pradesh,ETAWAH,2011,Rabi       ,Onion,70,1601
Uttar Pradesh,ETAWAH,2011,Rabi       ,Peas & beans (Pulses),197,302
Uttar Pradesh,ETAWAH,2011,Rabi       ,Potato,13708,267265
Uttar Pradesh,ETAWAH,2011,Rabi       ,Rapeseed &Mustard,15186,24315
Uttar Pradesh,ETAWAH,2011,Rabi       ,Wheat,94353,363087
Uttar Pradesh,ETAWAH,2011,Summer     ,Maize,237,392
Uttar Pradesh,ETAWAH,2011,Summer     ,Moong(Green Gram),3125,2513
Uttar Pradesh,ETAWAH,2011,Summer     ,Onion,62,703
Uttar Pradesh,ETAWAH,2011,Summer     ,Sunflower,1,2
Uttar Pradesh,ETAWAH,2011,Summer     ,Urad,318,270
Uttar Pradesh,FAIZABAD,2011,Kharif     ,Arhar/Tur,2263,2610
Uttar Pradesh,FAIZABAD,2011,Kharif     ,Dry chillies,52,43
Uttar Pradesh,FAIZABAD,2011,Kharif     ,Guar seed,89,73
Uttar Pradesh,FAIZABAD,2011,Kharif     ,Jowar,2132,1886
Uttar Pradesh,FAIZABAD,2011,Kharif     ,Maize,1339,1332
Uttar Pradesh,FAIZABAD,2011,Kharif     ,Moong(Green Gram),2,1
