state,date,rain_in_mm
JHARKHAND,01-12-2006,69.1
JHARKHAND,01-01-2007,83.3
JHARKHAND,01-02-2007,18.9
JHARKHAND,01-03-2007,3.4
JHARKHAND,01-04-2007,47.9
JHARKHAND,01-05-2007,204.6
JHARKHAND,01-06-2007,225.4
JHARKHAND,01-07-2007,95.5
JHARKHAND,01-08-2007,319.9
JHARKHAND,01-09-2007,164.5
JHARKHAND,01-10-2007,141.4
JHARKHAND,01-11-2007,56.3
JHARKHAND,01-12-2007,11
JHARKHAND,01-01-2008,89
JHARKHAND,01-02-2008,15.7
JHARKHAND,01-03-2008,143.3
JHARKHAND,01-04-2008,30.1
JHARKHAND,01-05-2008,705.3
JHARKHAND,01-06-2008,370.7
JHARKHAND,01-07-2008,341.3
JHARKHAND,01-08-2008,469
JHARKHAND,01-09-2008,334.4
JHARKHAND,01-10-2008,267.6
JHARKHAND,01-11-2008,222.6
JHARKHAND,01-12-2008,91.8
JHARKHAND,01-01-2009,53.1
JHARKHAND,01-02-2009,66.6
JHARKHAND,01-03-2009,134.9
JHARKHAND,01-04-2009,229.9
JHARKHAND,01-05-2009,195.6
JHARKHAND,01-06-2009,277.2
JHARKHAND,01-07-2009,302.6
JHARKHAND,01-08-2009,279.9
JHARKHAND,01-09-2009,288.1
JHARKHAND,01-10-2009,173.8
JHARKHAND,01-11-2009,19.3
JHARKHAND,01-12-2009,14.9
JHARKHAND,01-01-2010,5.5
JHARKHAND,01-02-2010,39.7
JHARKHAND,01-03-2010,30.9
JHARKHAND,01-04-2010,198.6
JHARKHAND,01-05-2010,266.4
JHARKHAND,01-06-2010,399.8
JHARKHAND,01-07-2010,451.1
JHARKHAND,01-08-2010,295.6
JHARKHAND,01-09-2010,266.8
JHARKHAND,01-10-2010,201.4
JHARKHAND,01-11-2010,20.5
JHARKHAND,01-12-2010,2.3
JHARKHAND,01-01-2011,1.5
JHARKHAND,01-02-2011,46.9
JHARKHAND,01-03-2011,38.8
JHARKHAND,01-04-2011,83.6
JHARKHAND,01-05-2011,313.8
JHARKHAND,01-06-2011,478
JHARKHAND,01-07-2011,322.6
JHARKHAND,01-08-2011,263
JHARKHAND,01-09-2011,269
JHARKHAND,01-10-2011,266.4
JHARKHAND,01-11-2011,65.4
JHARKHAND,01-12-2011,0.2
JHARKHAND,01-01-2012,4
JHARKHAND,01-02-2012,20.5
JHARKHAND,01-03-2012,50.2
JHARKHAND,01-04-2012,134.8
JHARKHAND,01-05-2012,347.2
JHARKHAND,01-06-2012,472.2
JHARKHAND,01-07-2012,399
JHARKHAND,01-08-2012,424.5
JHARKHAND,01-09-2012,434.9
JHARKHAND,01-10-2012,282.8
JHARKHAND,01-11-2012,36.6
JHARKHAND,01-12-2012,5.9
JHARKHAND,01-01-2013,0.3
JHARKHAND,01-02-2013,1.9
JHARKHAND,01-03-2013,32.8
JHARKHAND,01-04-2013,49.4
JHARKHAND,01-05-2013,175.8
JHARKHAND,01-06-2013,384.2
JHARKHAND,01-07-2013,269.3
JHARKHAND,01-08-2013,248.7
JHARKHAND,01-09-2013,205.9
JHARKHAND,01-10-2013,163.6
JHARKHAND,01-11-2013,8.8
JHARKHAND,01-12-2013,0
JHARKHAND,01-01-2014,0.4
JHARKHAND,01-02-2014,1.4
JHARKHAND,01-03-2014,32.3
JHARKHAND,01-04-2014,28.7
JHARKHAND,01-05-2014,71
JHARKHAND,01-06-2014,336.1
JHARKHAND,01-07-2014,584.2
JHARKHAND,01-08-2014,380.9
JHARKHAND,01-09-2014,132
JHARKHAND,01-10-2014,86.8
JHARKHAND,01-11-2014,18.7
JHARKHAND,01-12-2014,0
JHARKHAND,01-01-2015,1.9
JHARKHAND,01-02-2015,4
JHARKHAND,01-03-2015,30
JHARKHAND,01-04-2015,14
JHARKHAND,01-05-2015,57.4
JHARKHAND,01-06-2015,324.7
JHARKHAND,01-07-2015,354.6
JHARKHAND,01-08-2015,219.4
JHARKHAND,01-09-2015,132.8
JHARKHAND,01-10-2015,115.5
JHARKHAND,01-11-2015,0.2
JHARKHAND,01-12-2015,0
BIHAR,01-01-1997,1
BIHAR,01-02-1997,0.5
BIHAR,01-03-1997,3
BIHAR,01-04-1997,12.6
BIHAR,01-05-1997,98.4
BIHAR,01-06-1997,224.4
BIHAR,01-07-1997,224.7
BIHAR,01-08-1997,225.9
BIHAR,01-09-1997,274.8
BIHAR,01-10-1997,181.3
BIHAR,01-11-1997,0.5
BIHAR,01-12-1997,0
BIHAR,01-01-1998,1.1
BIHAR,01-02-1998,1.4
BIHAR,01-03-1998,1.3
BIHAR,01-04-1998,4.2
BIHAR,01-05-1998,26.7
BIHAR,01-06-1998,229
BIHAR,01-07-1998,294
BIHAR,01-08-1998,185.9
BIHAR,01-09-1998,152.1
BIHAR,01-10-1998,75.3
BIHAR,01-11-1998,2.8
BIHAR,01-12-1998,0
BIHAR,01-01-1999,2.5
BIHAR,01-02-1999,2.3
BIHAR,01-03-1999,2.6
BIHAR,01-04-1999,12
BIHAR,01-05-1999,29.6
BIHAR,01-06-1999,164.4
BIHAR,01-07-1999,282
BIHAR,01-08-1999,122.1
BIHAR,01-09-1999,26.7
BIHAR,01-10-1999,16.3
BIHAR,01-11-1999,1.1
BIHAR,01-12-1999,0.1
BIHAR,01-01-2000,22.7
BIHAR,01-02-2000,27.9
BIHAR,01-03-2000,83.4
BIHAR,01-04-2000,48.2
BIHAR,01-05-2000,109.1
BIHAR,01-06-2000,297.3
BIHAR,01-07-2000,493
BIHAR,01-08-2000,371.7
BIHAR,01-09-2000,68.3
BIHAR,01-10-2000,6.3
BIHAR,01-11-2000,1.4
BIHAR,01-12-2000,15.1
BIHAR,01-01-2001,17.8
BIHAR,01-02-2001,5.2
BIHAR,01-03-2001,7.2
BIHAR,01-04-2001,19.8
BIHAR,01-05-2001,47.8
BIHAR,01-06-2001,117.2
BIHAR,01-07-2001,145.2
BIHAR,01-08-2001,103.5
BIHAR,01-09-2001,10.3
BIHAR,01-10-2001,11.1
BIHAR,01-11-2001,0.1
BIHAR,01-12-2001,0.2
BIHAR,01-01-2002,8
BIHAR,01-02-2002,2.1
BIHAR,01-03-2002,6.2
BIHAR,01-04-2002,24.5
BIHAR,01-05-2002,36.9
BIHAR,01-06-2002,93.8
BIHAR,01-07-2002,173.9
BIHAR,01-08-2002,69.5
BIHAR,01-09-2002,19.9
BIHAR,01-10-2002,1.5
BIHAR,01-11-2002,0.9
BIHAR,01-12-2002,3.8
BIHAR,01-01-2003,30.5
BIHAR,01-02-2003,35.7
BIHAR,01-03-2003,105.8
BIHAR,01-04-2003,66.9
BIHAR,01-05-2003,67.3
BIHAR,01-06-2003,153.8
BIHAR,01-07-2003,239.5
BIHAR,01-08-2003,202.3
BIHAR,01-09-2003,26.9
BIHAR,01-10-2003,5
BIHAR,01-11-2003,20.8
BIHAR,01-12-2003,37.3
BIHAR,01-01-2004,17.4
BIHAR,01-02-2004,54.3
BIHAR,01-03-2004,81.7
BIHAR,01-04-2004,92.8
BIHAR,01-05-2004,69.6
BIHAR,01-06-2004,121.7
BIHAR,01-07-2004,243.9
BIHAR,01-08-2004,126.7
BIHAR,01-09-2004,53.9
BIHAR,01-10-2004,12.7
BIHAR,01-11-2004,51.6
BIHAR,01-12-2004,26.4
BIHAR,01-01-2005,0.5
BIHAR,01-02-2005,1.1
BIHAR,01-03-2005,0.1
BIHAR,01-04-2005,9.5
BIHAR,01-05-2005,23.8
BIHAR,01-06-2005,48.6
BIHAR,01-07-2005,122.9
BIHAR,01-08-2005,68.7
BIHAR,01-09-2005,2.8
BIHAR,01-10-2005,7.3
BIHAR,01-11-2005,0
BIHAR,01-12-2005,0
BIHAR,01-01-2006,0.9
BIHAR,01-02-2006,0.1
BIHAR,01-03-2006,0.3
BIHAR,01-04-2006,6.4
BIHAR,01-05-2006,22.9
BIHAR,01-06-2006,100.2
BIHAR,01-07-2006,271.4
BIHAR,01-08-2006,126.4
BIHAR,01-09-2006,7.7
BIHAR,01-10-2006,9.2
BIHAR,01-11-2006,0
BIHAR,01-12-2006,5.8
BIHAR,01-01-2007,2.1
BIHAR,01-02-2007,0
BIHAR,01-03-2007,1.1
BIHAR,01-04-2007,6
BIHAR,01-05-2007,16.4
BIHAR,01-06-2007,203.6
BIHAR,01-07-2007,269.2
BIHAR,01-08-2007,198.9
BIHAR,01-09-2007,27.5
BIHAR,01-10-2007,62.2
BIHAR,01-11-2007,0
BIHAR,01-12-2007,0
BIHAR,01-01-2008,2.3
BIHAR,01-02-2008,0.8
BIHAR,01-03-2008,2.4
BIHAR,01-04-2008,23
BIHAR,01-05-2008,12.4
BIHAR,01-06-2008,255.5
BIHAR,01-07-2008,468.4
BIHAR,01-08-2008,243.9
BIHAR,01-09-2008,50.4
BIHAR,01-10-2008,110
BIHAR,01-11-2008,1
BIHAR,01-12-2008,0
BIHAR,01-01-2009,6.1
BIHAR,01-02-2009,0
BIHAR,01-03-2009,0
BIHAR,01-04-2009,0.2
BIHAR,01-05-2009,2.1
BIHAR,01-06-2009,216.9
BIHAR,01-07-2009,320
BIHAR,01-08-2009,256.8
BIHAR,01-09-2009,17.8
BIHAR,01-10-2009,28.9
BIHAR,01-11-2009,0.2
BIHAR,01-12-2009,0
BIHAR,01-01-2010,0
BIHAR,01-02-2010,0
BIHAR,01-03-2010,0
BIHAR,01-04-2010,0.2
BIHAR,01-05-2010,0.9
BIHAR,01-06-2010,172.9
BIHAR,01-07-2010,191.1
BIHAR,01-08-2010,116.9
BIHAR,01-09-2010,20.6
BIHAR,01-10-2010,7.6
BIHAR,01-11-2010,0
BIHAR,01-12-2010,0
BIHAR,01-01-2011,5.6
BIHAR,01-02-2011,0
BIHAR,01-03-2011,0
BIHAR,01-04-2011,2.8
BIHAR,01-05-2011,59.6
BIHAR,01-06-2011,540.1
BIHAR,01-07-2011,873.4
BIHAR,01-08-2011,611.3
BIHAR,01-09-2011,207.9
BIHAR,01-10-2011,91.6
BIHAR,01-11-2011,3.1
BIHAR,01-12-2011,0
BIHAR,01-01-2012,4.4
BIHAR,01-02-2012,0
BIHAR,01-03-2012,0.3
BIHAR,01-04-2012,4.7
BIHAR,01-05-2012,8.4
BIHAR,01-06-2012,157.9
BIHAR,01-07-2012,179.3
BIHAR,01-08-2012,160.9
BIHAR,01-09-2012,137.3
BIHAR,01-10-2012,125.5
BIHAR,01-11-2012,5.7
BIHAR,01-12-2012,0.5
BIHAR,01-01-2013,4.8
BIHAR,01-02-2013,0.5
BIHAR,01-03-2013,0.5
BIHAR,01-04-2013,9.9
BIHAR,01-05-2013,0.7
BIHAR,01-06-2013,148.7
BIHAR,01-07-2013,56.7
BIHAR,01-08-2013,255.8
BIHAR,01-09-2013,83.5
BIHAR,01-10-2013,170.5
BIHAR,01-11-2013,0.8
BIHAR,01-12-2013,0
BIHAR,01-01-2014,8.9
BIHAR,01-02-2014,0.1
BIHAR,01-03-2014,15.2
BIHAR,01-04-2014,18.3
BIHAR,01-05-2014,7.9
BIHAR,01-06-2014,338.6
BIHAR,01-07-2014,202
BIHAR,01-08-2014,359.8
BIHAR,01-09-2014,37.4
BIHAR,01-10-2014,129.2
BIHAR,01-11-2014,4.7
BIHAR,01-12-2014,0
BIHAR,01-01-2015,0.8
BIHAR,01-02-2015,0.3
BIHAR,01-03-2015,14.6
BIHAR,01-04-2015,17.6
BIHAR,01-05-2015,16.6
BIHAR,01-06-2015,339.4
BIHAR,01-07-2015,630.6
BIHAR,01-08-2015,380.3
BIHAR,01-09-2015,108.4
BIHAR,01-10-2015,86.9
BIHAR,01-11-2015,4.6
BIHAR,01-12-2015,0
UTTAR PRADESH,01-01-1997,4.6
UTTAR PRADESH,01-02-1997,3.8
UTTAR PRADESH,01-03-1997,20
UTTAR PRADESH,01-04-1997,54.1
UTTAR PRADESH,01-05-1997,50.8
UTTAR PRADESH,01-06-1997,117.2
UTTAR PRADESH,01-07-1997,123
UTTAR PRADESH,01-08-1997,170.7
UTTAR PRADESH,01-09-1997,187.2
UTTAR PRADESH,01-10-1997,196
UTTAR PRADESH,01-11-1997,78
UTTAR PRADESH,01-12-1997,4.1
UTTAR PRADESH,01-01-1998,8.5
UTTAR PRADESH,01-02-1998,0
UTTAR PRADESH,01-03-1998,21.5
UTTAR PRADESH,01-04-1998,37.3
UTTAR PRADESH,01-05-1998,7.5
UTTAR PRADESH,01-06-1998,183.9
UTTAR PRADESH,01-07-1998,123.8
UTTAR PRADESH,01-08-1998,266.8
UTTAR PRADESH,01-09-1998,119.9
UTTAR PRADESH,01-10-1998,135.6
UTTAR PRADESH,01-11-1998,17.4
UTTAR PRADESH,01-12-1998,0
UTTAR PRADESH,01-01-1999,7.7
UTTAR PRADESH,01-02-1999,0
UTTAR PRADESH,01-03-1999,6.5
UTTAR PRADESH,01-04-1999,68.2
UTTAR PRADESH,01-05-1999,24.5
UTTAR PRADESH,01-06-1999,24
UTTAR PRADESH,01-07-1999,70.1
UTTAR PRADESH,01-08-1999,95.8
UTTAR PRADESH,01-09-1999,195.5
UTTAR PRADESH,01-10-1999,352.5
UTTAR PRADESH,01-11-1999,41.7
UTTAR PRADESH,01-12-1999,38.1
UTTAR PRADESH,01-01-2000,21.8
UTTAR PRADESH,01-02-2000,10.9
UTTAR PRADESH,01-03-2000,13
UTTAR PRADESH,01-04-2000,93.8
UTTAR PRADESH,01-05-2000,45
UTTAR PRADESH,01-06-2000,39.9
UTTAR PRADESH,01-07-2000,37.2
UTTAR PRADESH,01-08-2000,18.7
UTTAR PRADESH,01-09-2000,53.8
UTTAR PRADESH,01-10-2000,69.5
UTTAR PRADESH,01-11-2000,52.3
UTTAR PRADESH,01-12-2000,27.6
UTTAR PRADESH,01-01-2001,0.6
UTTAR PRADESH,01-02-2001,0.4
UTTAR PRADESH,01-03-2001,0.4
UTTAR PRADESH,01-04-2001,71.4
UTTAR PRADESH,01-05-2001,156.9
UTTAR PRADESH,01-06-2001,930
UTTAR PRADESH,01-07-2001,926.9
UTTAR PRADESH,01-08-2001,654.4
UTTAR PRADESH,01-09-2001,151.8
UTTAR PRADESH,01-10-2001,169.7
UTTAR PRADESH,01-11-2001,48.6
UTTAR PRADESH,01-12-2001,0.6
UTTAR PRADESH,01-01-2002,2.1
UTTAR PRADESH,01-02-2002,0
UTTAR PRADESH,01-03-2002,0.1
UTTAR PRADESH,01-04-2002,22.1
UTTAR PRADESH,01-05-2002,13.3
UTTAR PRADESH,01-06-2002,60.9
UTTAR PRADESH,01-07-2002,62.1
UTTAR PRADESH,01-08-2002,108.8
UTTAR PRADESH,01-09-2002,187.1
UTTAR PRADESH,01-10-2002,137.5
UTTAR PRADESH,01-11-2002,2.5
UTTAR PRADESH,01-12-2002,1.4
UTTAR PRADESH,01-01-2003,0.5
UTTAR PRADESH,01-02-2003,1.1
UTTAR PRADESH,01-03-2003,1.7
UTTAR PRADESH,01-04-2003,90.6
UTTAR PRADESH,01-05-2003,30.4
UTTAR PRADESH,01-06-2003,127.2
UTTAR PRADESH,01-07-2003,168.2
UTTAR PRADESH,01-08-2003,152
UTTAR PRADESH,01-09-2003,189.9
UTTAR PRADESH,01-10-2003,122.7
UTTAR PRADESH,01-11-2003,40
UTTAR PRADESH,01-12-2003,2.1
UTTAR PRADESH,01-01-2004,16.5
UTTAR PRADESH,01-02-2004,28.3
UTTAR PRADESH,01-03-2004,7
UTTAR PRADESH,01-04-2004,238
UTTAR PRADESH,01-05-2004,238.6
UTTAR PRADESH,01-06-2004,715.3
UTTAR PRADESH,01-07-2004,598.5
UTTAR PRADESH,01-08-2004,361.3
UTTAR PRADESH,01-09-2004,216.8
UTTAR PRADESH,01-10-2004,319.6
UTTAR PRADESH,01-11-2004,181
UTTAR PRADESH,01-12-2004,10.1
UTTAR PRADESH,01-01-2005,4.4
UTTAR PRADESH,01-02-2005,20.4
UTTAR PRADESH,01-03-2005,0
UTTAR PRADESH,01-04-2005,104.6
UTTAR PRADESH,01-05-2005,187.3
UTTAR PRADESH,01-06-2005,283.9
UTTAR PRADESH,01-07-2005,198.9
UTTAR PRADESH,01-08-2005,144.3
UTTAR PRADESH,01-09-2005,213.5
UTTAR PRADESH,01-10-2005,105.2
UTTAR PRADESH,01-11-2005,101.5
UTTAR PRADESH,01-12-2005,16.6
UTTAR PRADESH,01-01-2006,10.6
UTTAR PRADESH,01-02-2006,0
UTTAR PRADESH,01-03-2006,11.5
UTTAR PRADESH,01-04-2006,100.2
UTTAR PRADESH,01-05-2006,366.7
UTTAR PRADESH,01-06-2006,358.3
UTTAR PRADESH,01-07-2006,317.4
UTTAR PRADESH,01-08-2006,429.8
UTTAR PRADESH,01-09-2006,420
UTTAR PRADESH,01-10-2006,169
UTTAR PRADESH,01-11-2006,306.7
UTTAR PRADESH,01-12-2006,129.9
UTTAR PRADESH,01-01-2007,74.2
UTTAR PRADESH,01-02-2007,37.2
UTTAR PRADESH,01-03-2007,126.3
UTTAR PRADESH,01-04-2007,248.2
UTTAR PRADESH,01-05-2007,197.1
UTTAR PRADESH,01-06-2007,396.8
UTTAR PRADESH,01-07-2007,604
UTTAR PRADESH,01-08-2007,290.7
UTTAR PRADESH,01-09-2007,257.9
UTTAR PRADESH,01-10-2007,94
UTTAR PRADESH,01-11-2007,45
UTTAR PRADESH,01-12-2007,17.9
UTTAR PRADESH,01-01-2008,20.2
UTTAR PRADESH,01-02-2008,5.7
UTTAR PRADESH,01-03-2008,83.3
UTTAR PRADESH,01-04-2008,279.9
UTTAR PRADESH,01-05-2008,286.9
UTTAR PRADESH,01-06-2008,502.5
UTTAR PRADESH,01-07-2008,565.1
UTTAR PRADESH,01-08-2008,312.5
UTTAR PRADESH,01-09-2008,209.7
UTTAR PRADESH,01-10-2008,49.5
UTTAR PRADESH,01-11-2008,69.4
UTTAR PRADESH,01-12-2008,7.9
UTTAR PRADESH,01-01-2009,18.6
UTTAR PRADESH,01-02-2009,3.9
UTTAR PRADESH,01-03-2009,62.7
UTTAR PRADESH,01-04-2009,143.8
UTTAR PRADESH,01-05-2009,438.7
UTTAR PRADESH,01-06-2009,351.6
UTTAR PRADESH,01-07-2009,462.2
UTTAR PRADESH,01-08-2009,358.4
UTTAR PRADESH,01-09-2009,225.7
UTTAR PRADESH,01-10-2009,98.9
UTTAR PRADESH,01-11-2009,71.9
UTTAR PRADESH,01-12-2009,6
UTTAR PRADESH,01-01-2010,30.1
UTTAR PRADESH,01-02-2010,10
UTTAR PRADESH,01-03-2010,95.6
UTTAR PRADESH,01-04-2010,237.1
UTTAR PRADESH,01-05-2010,181.7
UTTAR PRADESH,01-06-2010,407.2
UTTAR PRADESH,01-07-2010,743.3
UTTAR PRADESH,01-08-2010,406.6
UTTAR PRADESH,01-09-2010,340.1
UTTAR PRADESH,01-10-2010,75.7
UTTAR PRADESH,01-11-2010,8.7
UTTAR PRADESH,01-12-2010,10.8
UTTAR PRADESH,01-01-2011,26.3
UTTAR PRADESH,01-02-2011,1.5
UTTAR PRADESH,01-03-2011,26.6
UTTAR PRADESH,01-04-2011,77.4
UTTAR PRADESH,01-05-2011,114.1
UTTAR PRADESH,01-06-2011,347.7
UTTAR PRADESH,01-07-2011,281.6
UTTAR PRADESH,01-08-2011,289.3
UTTAR PRADESH,01-09-2011,326.4
UTTAR PRADESH,01-10-2011,71.5
UTTAR PRADESH,01-11-2011,50.9
UTTAR PRADESH,01-12-2011,0.1
UTTAR PRADESH,01-01-2012,11.7
UTTAR PRADESH,01-02-2012,0.2
UTTAR PRADESH,01-03-2012,13.1
UTTAR PRADESH,01-04-2012,25.1
UTTAR PRADESH,01-05-2012,67.5
UTTAR PRADESH,01-06-2012,182.4
UTTAR PRADESH,01-07-2012,170.2
UTTAR PRADESH,01-08-2012,371.2
UTTAR PRADESH,01-09-2012,206.5
UTTAR PRADESH,01-10-2012,47.1
UTTAR PRADESH,01-11-2012,7.8
UTTAR PRADESH,01-12-2012,0
UTTAR PRADESH,01-01-2013,9
UTTAR PRADESH,01-02-2013,5.4
UTTAR PRADESH,01-03-2013,10.7
UTTAR PRADESH,01-04-2013,11.5
UTTAR PRADESH,01-05-2013,38.7
UTTAR PRADESH,01-06-2013,184.9
UTTAR PRADESH,01-07-2013,186.8
UTTAR PRADESH,01-08-2013,277.4
UTTAR PRADESH,01-09-2013,253.4
UTTAR PRADESH,01-10-2013,55
UTTAR PRADESH,01-11-2013,1.3
UTTAR PRADESH,01-12-2013,0.8
UTTAR PRADESH,01-01-2014,13.4
UTTAR PRADESH,01-02-2014,11.3
UTTAR PRADESH,01-03-2014,2.2
UTTAR PRADESH,01-04-2014,25
UTTAR PRADESH,01-05-2014,74.8
UTTAR PRADESH,01-06-2014,116.6
UTTAR PRADESH,01-07-2014,386.1
UTTAR PRADESH,01-08-2014,247.7
UTTAR PRADESH,01-09-2014,192.8
UTTAR PRADESH,01-10-2014,33.8
UTTAR PRADESH,01-11-2014,1.4
UTTAR PRADESH,01-12-2014,0.7
UTTAR PRADESH,01-01-2015,15
UTTAR PRADESH,01-02-2015,26.1
UTTAR PRADESH,01-03-2015,0.6
UTTAR PRADESH,01-04-2015,2.5
UTTAR PRADESH,01-05-2015,29.2
UTTAR PRADESH,01-06-2015,50.6
UTTAR PRADESH,01-07-2015,101.7
UTTAR PRADESH,01-08-2015,212.1
UTTAR PRADESH,01-09-2015,226.7
UTTAR PRADESH,01-10-2015,20.6
UTTAR PRADESH,01-11-2015,1.4
UTTAR PRADESH,01-12-2015,2.7
UTTAR PRADESH,01-01-1997,16.8
UTTAR PRADESH,01-02-1997,37.6
UTTAR PRADESH,01-03-1997,2
UTTAR PRADESH,01-04-1997,0.7
UTTAR PRADESH,01-05-1997,21.5
UTTAR PRADESH,01-06-1997,29
UTTAR PRADESH,01-07-1997,29.6
UTTAR PRADESH,01-08-1997,252.3
UTTAR PRADESH,01-09-1997,218.1
UTTAR PRADESH,01-10-1997,6.7
UTTAR PRADESH,01-11-1997,0.4
UTTAR PRADESH,01-12-1997,10.5
UTTAR PRADESH,01-01-1998,53.8
UTTAR PRADESH,01-02-1998,123.2
UTTAR PRADESH,01-03-1998,100
UTTAR PRADESH,01-04-1998,76.3
UTTAR PRADESH,01-05-1998,82.3
UTTAR PRADESH,01-06-1998,139.6
UTTAR PRADESH,01-07-1998,205.7
UTTAR PRADESH,01-08-1998,465.4
UTTAR PRADESH,01-09-1998,301.3
UTTAR PRADESH,01-10-1998,19.9
UTTAR PRADESH,01-11-1998,3
UTTAR PRADESH,01-12-1998,4.2
UTTAR PRADESH,01-01-1999,11.6
UTTAR PRADESH,01-02-1999,31.1
UTTAR PRADESH,01-03-1999,9
UTTAR PRADESH,01-04-1999,1.1
UTTAR PRADESH,01-05-1999,52
UTTAR PRADESH,01-06-1999,21.2
UTTAR PRADESH,01-07-1999,19.4
UTTAR PRADESH,01-08-1999,78.2
UTTAR PRADESH,01-09-1999,123
UTTAR PRADESH,01-10-1999,1.9
UTTAR PRADESH,01-11-1999,0
UTTAR PRADESH,01-12-1999,8.8
UTTAR PRADESH,01-01-2000,2.4
UTTAR PRADESH,01-02-2000,6.6
UTTAR PRADESH,01-03-2000,6.8
UTTAR PRADESH,01-04-2000,3.3
UTTAR PRADESH,01-05-2000,20.8
UTTAR PRADESH,01-06-2000,24.7
UTTAR PRADESH,01-07-2000,50.4
UTTAR PRADESH,01-08-2000,58.4
UTTAR PRADESH,01-09-2000,95
UTTAR PRADESH,01-10-2000,2.6
UTTAR PRADESH,01-11-2000,0
UTTAR PRADESH,01-12-2000,3.7
UTTAR PRADESH,01-01-2001,66.7
UTTAR PRADESH,01-02-2001,136.5
UTTAR PRADESH,01-03-2001,136.9
UTTAR PRADESH,01-04-2001,124
UTTAR PRADESH,01-05-2001,27
UTTAR PRADESH,01-06-2001,56.1
UTTAR PRADESH,01-07-2001,81.8
UTTAR PRADESH,01-08-2001,225.6
UTTAR PRADESH,01-09-2001,123.1
UTTAR PRADESH,01-10-2001,8.2
UTTAR PRADESH,01-11-2001,0.7
UTTAR PRADESH,01-12-2001,3.9
UTTAR PRADESH,01-01-2002,58.7
UTTAR PRADESH,01-02-2002,101.2
UTTAR PRADESH,01-03-2002,105.5
UTTAR PRADESH,01-04-2002,86.3
UTTAR PRADESH,01-05-2002,33
UTTAR PRADESH,01-06-2002,94.2
UTTAR PRADESH,01-07-2002,78.7
UTTAR PRADESH,01-08-2002,217.4
UTTAR PRADESH,01-09-2002,97.9
UTTAR PRADESH,01-10-2002,15.2
UTTAR PRADESH,01-11-2002,0.7
UTTAR PRADESH,01-12-2002,14.6
UTTAR PRADESH,01-01-2003,0.3
UTTAR PRADESH,01-02-2003,2.6
UTTAR PRADESH,01-03-2003,1
UTTAR PRADESH,01-04-2003,1.4
UTTAR PRADESH,01-05-2003,11.2
UTTAR PRADESH,01-06-2003,26.9
UTTAR PRADESH,01-07-2003,2.4
UTTAR PRADESH,01-08-2003,17.2
UTTAR PRADESH,01-09-2003,20.6
UTTAR PRADESH,01-10-2003,0.1
UTTAR PRADESH,01-11-2003,2.5
UTTAR PRADESH,01-12-2003,6
UTTAR PRADESH,01-01-2004,1.6
UTTAR PRADESH,01-02-2004,11
UTTAR PRADESH,01-03-2004,0.1
UTTAR PRADESH,01-04-2004,1.2
UTTAR PRADESH,01-05-2004,8.6
UTTAR PRADESH,01-06-2004,71.4
UTTAR PRADESH,01-07-2004,13.5
UTTAR PRADESH,01-08-2004,130.6
UTTAR PRADESH,01-09-2004,41.2
UTTAR PRADESH,01-10-2004,0.8
UTTAR PRADESH,01-11-2004,0.8
UTTAR PRADESH,01-12-2004,4.5
UTTAR PRADESH,01-01-2005,0.4
UTTAR PRADESH,01-02-2005,19.7
UTTAR PRADESH,01-03-2005,1.5
UTTAR PRADESH,01-04-2005,1.7
UTTAR PRADESH,01-05-2005,3.9
UTTAR PRADESH,01-06-2005,138.9
UTTAR PRADESH,01-07-2005,46.9
UTTAR PRADESH,01-08-2005,317.7
UTTAR PRADESH,01-09-2005,141
UTTAR PRADESH,01-10-2005,5.9
UTTAR PRADESH,01-11-2005,5.9
UTTAR PRADESH,01-12-2005,0.8
UTTAR PRADESH,01-01-2006,1.8
UTTAR PRADESH,01-02-2006,29.6
UTTAR PRADESH,01-03-2006,1.2
UTTAR PRADESH,01-04-2006,0.2
UTTAR PRADESH,01-05-2006,5.2
UTTAR PRADESH,01-06-2006,93.5
UTTAR PRADESH,01-07-2006,84.7
UTTAR PRADESH,01-08-2006,491.8
UTTAR PRADESH,01-09-2006,192.1
UTTAR PRADESH,01-10-2006,43.1
UTTAR PRADESH,01-11-2006,5.6
UTTAR PRADESH,01-12-2006,1.2
UTTAR PRADESH,01-01-2007,4.1
UTTAR PRADESH,01-02-2007,0
UTTAR PRADESH,01-03-2007,0.1
UTTAR PRADESH,01-04-2007,0
UTTAR PRADESH,01-05-2007,0
UTTAR PRADESH,01-06-2007,234.2
UTTAR PRADESH,01-07-2007,45.8
UTTAR PRADESH,01-08-2007,238.5
UTTAR PRADESH,01-09-2007,113.7
UTTAR PRADESH,01-10-2007,0.6
UTTAR PRADESH,01-11-2007,0.1
UTTAR PRADESH,01-12-2007,0.1
UTTAR PRADESH,01-01-2008,0
UTTAR PRADESH,01-02-2008,0
UTTAR PRADESH,01-03-2008,0
UTTAR PRADESH,01-04-2008,0
UTTAR PRADESH,01-05-2008,0
UTTAR PRADESH,01-06-2008,166.4
UTTAR PRADESH,01-07-2008,8
UTTAR PRADESH,01-08-2008,117.5
UTTAR PRADESH,01-09-2008,15.1
UTTAR PRADESH,01-10-2008,0.2
UTTAR PRADESH,01-11-2008,0.2
UTTAR PRADESH,01-12-2008,0.6
UTTAR PRADESH,01-01-2009,0
UTTAR PRADESH,01-02-2009,0
UTTAR PRADESH,01-03-2009,0.1
